elapsed_ms,aimd_rps,admitted_rps,backend_capacity_rps,observed_failure_ratio,slow_start_active
337,400.0,2.9616861471572995,500.0,0.0,1
395,400.0,241.5889637467632,500.0,0.0,1
453,400.0,396.5813583380524,500.0,0.0,1
540,400.0,80.12293146913979,500.0,0.0,1
594,400.0,499.8970119581845,500.0,0.0,1
668,400.0,378.4158773463322,500.0,0.0,1
721,400.0,322.16952750048563,500.0,0.0,1
824,400.0,184.80318115916396,500.0,0.0,1
904,400.0,251.3932686309908,500.0,0.0,0
954,400.0,539.7049540956949,500.0,0.0,0
1004,400.0,394.22752348733667,500.0,0.0,0
1055,400.0,417.20576439297804,500.0,0.0,0
1105,400.0,379.188226261455,500.0,0.0,0
1155,400.0,416.910691773955,500.0,0.0,0
1207,400.0,386.3704575584416,500.0,0.0,0
1259,400.0,402.0931206309232,500.0,0.0,0
1310,400.0,391.30424149341263,500.0,0.0,0
1370,400.0,384.2560794783246,500.0,0.0,0
1434,400.0,419.6934661514966,500.0,0.0,0
1485,400.0,393.57424708311794,500.0,0.0,0
1537,400.0,409.7960776661138,500.0,0.006289308176100629,0
1587,400.0,399.4683715124564,150.0,0.006289308176100629,0
1644,400.0,402.3561204689912,150.0,0.006289308176100629,0
1696,400.0,399.9866671110963,150.0,0.006289308176100629,0
1748,400.0,402.97207641455867,150.0,0.5375,0
1798,200.0,219.76229191932254,150.0,0.5375,0
1848,200.0,199.7972058360764,150.0,0.5375,0
1900,200.0,194.97595702729907,150.0,0.5375,0
1951,200.0,216.60436271904953,150.0,0.3409090909090909,0
2001,200.0,199.87674400704063,150.0,0.3409090909090909,0
2051,200.0,197.9716145131565,150.0,0.3409090909090909,0
2101,200.0,198.88821487882737,150.0,0.3409090909090909,0
2152,200.0,199.43046249659298,150.0,0.2976190476190476,0
2202,200.0,198.80583695527747,150.0,0.2976190476190476,0
2252,200.0,199.20236187069185,150.0,0.2976190476190476,0
2302,200.0,199.7183970601452,150.0,0.2976190476190476,0
2352,200.0,199.70909175440505,150.0,0.25,0
2402,200.0,199.1040318566451,150.0,0.25,0
2453,200.0,198.78360732572457,150.0,0.25,0
2503,200.0,198.75052303684518,150.0,0.25,0
2554,200.0,197.29914049786228,150.0,0.25,0
2604,200.0,198.9048616564972,150.0,0.25,0
2654,200.0,199.49262243365956,150.0,0.25,0
2708,200.0,204.08368484892745,150.0,0.25,0
2759,200.0,194.56215130328042,150.0,0.25,0
2811,200.0,213.62697331847656,150.0,0.25,0
2866,200.0,200.15405675790421,150.0,0.25,0
2916,200.0,198.22276639217043,150.0,0.25,0
2968,200.0,194.47354795109965,150.0,0.25,0
3018,200.0,198.3362917174606,150.0,0.25,0
3068,200.0,199.2645464414122,150.0,0.25,0
3118,200.0,199.52645588119893,150.0,0.25,0
3169,200.0,199.03517697959143,150.0,0.25,0
3219,200.0,197.8821661171314,150.0,0.25,0
3270,200.0,216.10524325346444,150.0,0.25,0
3326,200.0,196.16774539309858,150.0,0.25,0
3378,200.0,192.03840645224463,150.0,0.25,0
3429,200.0,198.62156632967208,150.0,0.25,0
3481,200.0,192.16310804610956,150.0,0.25,0
3532,200.0,212.09470028367667,150.0,0.25,0
3588,200.0,17.97684133415128,150.0,0.25,0
3641,200.0,0.0,150.0,0.25,0
3691,200.0,0.0,150.0,0.25,0
3741,200.0,0.0,150.0,0.25,0
3792,200.0,0.0,150.0,0.25,0
3842,200.0,0.0,150.0,0.25,0
3892,200.0,0.0,150.0,0.25,0
3942,400.0,79.82744021558358,150.0,0.0,1
3992,400.0,0.0,150.0,0.0,1
4042,400.0,0.0,150.0,0.0,1
4092,400.0,0.0,150.0,0.0,1
4143,400.0,0.0,150.0,0.0,1
4193,400.0,0.0,150.0,0.0,1
4243,400.0,0.0,150.0,0.0,1
4293,400.0,0.0,150.0,0.0,1
4343,400.0,79.89114831042704,150.0,0.0,1
4394,400.0,0.0,150.0,0.0,1
4444,400.0,0.0,150.0,0.0,1
4494,400.0,0.0,150.0,0.0,1
4544,400.0,0.0,150.0,0.0,1
4594,400.0,0.0,150.0,0.0,1
4645,400.0,0.0,150.0,0.0,1
4695,400.0,0.0,150.0,0.0,1
4746,400.0,79.67684347117586,150.0,0.0,1
4796,400.0,0.0,150.0,0.0,1
4847,400.0,0.0,150.0,0.0,1
4898,400.0,0.0,150.0,0.0,1
4949,400.0,0.0,150.0,0.0,1
5038,400.0,0.0,150.0,0.0,1
5093,400.0,0.0,150.0,0.0,1
5143,400.0,79.59736944225546,150.0,0.0,1
5194,400.0,0.0,150.0,0.0,1
5244,400.0,0.0,150.0,0.0,1
5296,400.0,0.0,150.0,0.0,1
5346,400.0,0.0,150.0,0.0,1
5396,400.0,0.0,150.0,0.0,1
5446,400.0,0.0,150.0,0.0,1
5496,400.0,0.0,150.0,0.0,1
5546,400.0,79.87752219766388,150.0,0.0,1
5598,400.0,0.0,150.0,0.0,1
5648,400.0,0.0,150.0,0.0,1
5699,400.0,0.0,150.0,0.0,1
5749,400.0,0.0,150.0,0.0,1
5800,400.0,0.0,150.0,0.0,1
5850,400.0,0.0,150.0,0.0,1
5900,400.0,0.0,150.0,0.0,1
5951,400.0,79.8636998180685,150.0,0.0,1
6001,400.0,0.0,150.0,0.0,1
6051,400.0,0.0,150.0,0.0,1
6102,400.0,0.0,150.0,0.0,1
6152,400.0,0.0,150.0,0.0,1
6202,400.0,0.0,150.0,0.0,1
6252,400.0,0.0,150.0,0.0,1
